Ind	Pop	Cont	Name	Gender
NA19468	LWK	AFR	Luhya in Webuye, Kenya	female
NA19471	LWK	AFR	Luhya in Webuye, Kenya	female
NA19472	LWK	AFR	Luhya in Webuye, Kenya	female
NA19473	LWK	AFR	Luhya in Webuye, Kenya	female
NA19474	LWK	AFR	Luhya in Webuye, Kenya	female
NA19475	LWK	AFR	Luhya in Webuye, Kenya	female
NA19625	ASW	AMR	African Ancestry in Southwest US	female
NA19648	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19649	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19651	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19652	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19654	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19655	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19657	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19658	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19661	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19663	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19664	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19669	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19670	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19676	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19678	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19679	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19681	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19682	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19684	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19700	ASW	AMR	African Ancestry in Southwest US	male
NA19701	ASW	AMR	African Ancestry in Southwest US	female
NA19703	ASW	AMR	African Ancestry in Southwest US	male
NA19704	ASW	AMR	African Ancestry in Southwest US	female
NA19707	ASW	AMR	African Ancestry in Southwest US	female
NA19711	ASW	AMR	African Ancestry in Southwest US	male
NA19712	ASW	AMR	African Ancestry in Southwest US	female
NA19713	ASW	AMR	African Ancestry in Southwest US	female
NA19716	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19717	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19719	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19720	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19722	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19723	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19725	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19726	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19728	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19729	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19731	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19732	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19734	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19735	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19740	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19741	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19746	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19747	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19749	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19750	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19752	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19755	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19756	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19758	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19759	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19761	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19762	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19764	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19770	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19771	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19773	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19774	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19776	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19777	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19779	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19780	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19782	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19783	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19785	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19786	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19788	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19789	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19792	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19794	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19795	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19818	ASW	AMR	African Ancestry in Southwest US	male
NA19819	ASW	AMR	African Ancestry in Southwest US	female
NA19834	ASW	AMR	African Ancestry in Southwest US	male
NA19835	ASW	AMR	African Ancestry in Southwest US	female
NA19900	ASW	AMR	African Ancestry in Southwest US	male
NA19901	ASW	AMR	African Ancestry in Southwest US	female
NA19904	ASW	AMR	African Ancestry in Southwest US	male
NA19908	ASW	AMR	African Ancestry in Southwest US	male
NA19909	ASW	AMR	African Ancestry in Southwest US	female
NA19913	ASW	AMR	African Ancestry in Southwest US	female
NA19914	ASW	AMR	African Ancestry in Southwest US	female
NA19916	ASW	AMR	African Ancestry in Southwest US	male
NA19917	ASW	AMR	African Ancestry in Southwest US	female
NA19920	ASW	AMR	African Ancestry in Southwest US	male
NA19921	ASW	AMR	African Ancestry in Southwest US	female
NA19922	ASW	AMR	African Ancestry in Southwest US	male
NA19923	ASW	AMR	African Ancestry in Southwest US	female
NA19982	ASW	AMR	African Ancestry in Southwest US	male
NA19984	ASW	AMR	African Ancestry in Southwest US	male
NA20126	ASW	AMR	African Ancestry in Southwest US	male
NA20127	ASW	AMR	African Ancestry in Southwest US	female
NA20274	ASW	AMR	African Ancestry in Southwest US	female
NA20276	ASW	AMR	African Ancestry in Southwest US	female
NA20278	ASW	AMR	African Ancestry in Southwest US	male
NA20281	ASW	AMR	African Ancestry in Southwest US	male
NA20282	ASW	AMR	African Ancestry in Southwest US	female
NA20287	ASW	AMR	African Ancestry in Southwest US	female
NA20289	ASW	AMR	African Ancestry in Southwest US	female
NA20291	ASW	AMR	African Ancestry in Southwest US	male
NA20294	ASW	AMR	African Ancestry in Southwest US	female
NA20296	ASW	AMR	African Ancestry in Southwest US	female
NA20298	ASW	AMR	African Ancestry in Southwest US	male
NA20299	ASW	AMR	African Ancestry in Southwest US	female
NA20314	ASW	AMR	African Ancestry in Southwest US	female
NA20317	ASW	AMR	African Ancestry in Southwest US	female
NA20318	ASW	AMR	African Ancestry in Southwest US	male
NA20320	ASW	AMR	African Ancestry in Southwest US	female
NA20321	ASW	AMR	African Ancestry in Southwest US	female
NA20332	ASW	AMR	African Ancestry in Southwest US	female
NA20334	ASW	AMR	African Ancestry in Southwest US	female
NA20339	ASW	AMR	African Ancestry in Southwest US	female
NA20340	ASW	AMR	African Ancestry in Southwest US	male
NA20342	ASW	AMR	African Ancestry in Southwest US	male
NA20346	ASW	AMR	African Ancestry in Southwest US	male
NA20348	ASW	AMR	African Ancestry in Southwest US	male
NA20351	ASW	AMR	African Ancestry in Southwest US	male
NA20355	ASW	AMR	African Ancestry in Southwest US	female
NA20356	ASW	AMR	African Ancestry in Southwest US	male
NA20357	ASW	AMR	African Ancestry in Southwest US	female
NA20359	ASW	AMR	African Ancestry in Southwest US	female
NA20362	ASW	AMR	African Ancestry in Southwest US	male
NA20412	ASW	AMR	African Ancestry in Southwest US	female
NA20511	TSI	EUR	Toscani in Italy	male
NA20522	TSI	EUR	Toscani in Italy	female
NA20533	TSI	EUR	Toscani in Italy	female
NA20587	TSI	EUR	Toscani in Italy	female
NA20753	TSI	EUR	Toscani in Italy	female
NA20755	TSI	EUR	Toscani in Italy	male
NA20762	TSI	EUR	Toscani in Italy	male
NA20763	TSI	EUR	Toscani in Italy	male
NA20764	TSI	EUR	Toscani in Italy	female
NA20767	TSI	EUR	Toscani in Italy	male
NA20775	TSI	EUR	Toscani in Italy	female
NA20818	TSI	EUR	Toscani in Italy	female
NA20821	TSI	EUR	Toscani in Italy	female
NA20822	TSI	EUR	Toscani in Italy	female
NA20827	TSI	EUR	Toscani in Italy	male
NA20832	TSI	EUR	Toscani in Italy	female
NA20845	GIH	IND	Gujarati Indian in Houston,TX	male
NA20846	GIH	IND	Gujarati Indian in Houston,TX	male
NA20847	GIH	IND	Gujarati Indian in Houston,TX	female
NA20849	GIH	IND	Gujarati Indian in Houston,TX	female
NA20850	GIH	IND	Gujarati Indian in Houston,TX	male
NA20851	GIH	IND	Gujarati Indian in Houston,TX	female
NA20852	GIH	IND	Gujarati Indian in Houston,TX	male
NA20853	GIH	IND	Gujarati Indian in Houston,TX	female
NA20854	GIH	IND	Gujarati Indian in Houston,TX	female
NA20856	GIH	IND	Gujarati Indian in Houston,TX	female
NA20858	GIH	IND	Gujarati Indian in Houston,TX	male
NA20859	GIH	IND	Gujarati Indian in Houston,TX	female
NA20861	GIH	IND	Gujarati Indian in Houston,TX	male
NA20862	GIH	IND	Gujarati Indian in Houston,TX	female
NA20863	GIH	IND	Gujarati Indian in Houston,TX	male
NA20864	GIH	IND	Gujarati Indian in Houston,TX	male
NA20866	GIH	IND	Gujarati Indian in Houston,TX	male
NA20867	GIH	IND	Gujarati Indian in Houston,TX	male
NA20868	GIH	IND	Gujarati Indian in Houston,TX	female
NA20869	GIH	IND	Gujarati Indian in Houston,TX	female
NA20870	GIH	IND	Gujarati Indian in Houston,TX	male
NA20872	GIH	IND	Gujarati Indian in Houston,TX	female
NA20874	GIH	IND	Gujarati Indian in Houston,TX	female
NA20875	GIH	IND	Gujarati Indian in Houston,TX	female
NA20876	GIH	IND	Gujarati Indian in Houston,TX	female
NA20877	GIH	IND	Gujarati Indian in Houston,TX	female
NA20878	GIH	IND	Gujarati Indian in Houston,TX	female
NA20881	GIH	IND	Gujarati Indian in Houston,TX	female
NA20882	GIH	IND	Gujarati Indian in Houston,TX	female
NA20884	GIH	IND	Gujarati Indian in Houston,TX	male
NA20885	GIH	IND	Gujarati Indian in Houston,TX	male
NA20886	GIH	IND	Gujarati Indian in Houston,TX	female
NA20887	GIH	IND	Gujarati Indian in Houston,TX	male
NA20888	GIH	IND	Gujarati Indian in Houston,TX	female
NA20889	GIH	IND	Gujarati Indian in Houston,TX	male
NA20890	GIH	IND	Gujarati Indian in Houston,TX	male
NA20891	GIH	IND	Gujarati Indian in Houston,TX	male
NA20892	GIH	IND	Gujarati Indian in Houston,TX	female
NA20894	GIH	IND	Gujarati Indian in Houston,TX	female
NA20895	GIH	IND	Gujarati Indian in Houston,TX	male
NA20896	GIH	IND	Gujarati Indian in Houston,TX	female
NA20897	GIH	IND	Gujarati Indian in Houston,TX	male
NA20899	GIH	IND	Gujarati Indian in Houston,TX	female
NA20900	GIH	IND	Gujarati Indian in Houston,TX	female
NA20901	GIH	IND	Gujarati Indian in Houston,TX	male
NA20902	GIH	IND	Gujarati Indian in Houston,TX	female
NA20903	GIH	IND	Gujarati Indian in Houston,TX	male
NA20904	GIH	IND	Gujarati Indian in Houston,TX	male
NA20905	GIH	IND	Gujarati Indian in Houston,TX	male
NA20906	GIH	IND	Gujarati Indian in Houston,TX	female
NA20908	GIH	IND	Gujarati Indian in Houston,TX	female
NA20910	GIH	IND	Gujarati Indian in Houston,TX	female
NA20911	GIH	IND	Gujarati Indian in Houston,TX	male
NA21086	GIH	IND	Gujarati Indian in Houston,TX	female
NA21087	GIH	IND	Gujarati Indian in Houston,TX	male
NA21088	GIH	IND	Gujarati Indian in Houston,TX	female
NA21089	GIH	IND	Gujarati Indian in Houston,TX	female
NA21090	GIH	IND	Gujarati Indian in Houston,TX	male
NA21091	GIH	IND	Gujarati Indian in Houston,TX	male
NA21092	GIH	IND	Gujarati Indian in Houston,TX	male
NA21093	GIH	IND	Gujarati Indian in Houston,TX	male
NA21094	GIH	IND	Gujarati Indian in Houston,TX	male
NA21095	GIH	IND	Gujarati Indian in Houston,TX	male
NA21097	GIH	IND	Gujarati Indian in Houston,TX	female
NA21098	GIH	IND	Gujarati Indian in Houston,TX	male
NA21099	GIH	IND	Gujarati Indian in Houston,TX	male
NA21100	GIH	IND	Gujarati Indian in Houston,TX	male
NA21101	GIH	IND	Gujarati Indian in Houston,TX	female
NA21102	GIH	IND	Gujarati Indian in Houston,TX	female
NA21103	GIH	IND	Gujarati Indian in Houston,TX	female
NA21104	GIH	IND	Gujarati Indian in Houston,TX	male
NA21105	GIH	IND	Gujarati Indian in Houston,TX	male
NA21106	GIH	IND	Gujarati Indian in Houston,TX	female
NA21107	GIH	IND	Gujarati Indian in Houston,TX	male
NA21108	GIH	IND	Gujarati Indian in Houston,TX	female
NA21109	GIH	IND	Gujarati Indian in Houston,TX	male
NA21110	GIH	IND	Gujarati Indian in Houston,TX	female
NA21111	GIH	IND	Gujarati Indian in Houston,TX	male
NA21112	GIH	IND	Gujarati Indian in Houston,TX	male
NA21113	GIH	IND	Gujarati Indian in Houston,TX	male
NA21114	GIH	IND	Gujarati Indian in Houston,TX	male
NA21115	GIH	IND	Gujarati Indian in Houston,TX	male
NA21116	GIH	IND	Gujarati Indian in Houston,TX	male
NA21117	GIH	IND	Gujarati Indian in Houston,TX	male
NA21118	GIH	IND	Gujarati Indian in Houston,TX	male
NA21119	GIH	IND	Gujarati Indian in Houston,TX	male
NA21120	GIH	IND	Gujarati Indian in Houston,TX	female
NA21122	GIH	IND	Gujarati Indian in Houston,TX	female
NA21123	GIH	IND	Gujarati Indian in Houston,TX	male
NA21124	GIH	IND	Gujarati Indian in Houston,TX	male
NA21125	GIH	IND	Gujarati Indian in Houston,TX	female
NA21126	GIH	IND	Gujarati Indian in Houston,TX	male
NA21127	GIH	IND	Gujarati Indian in Houston,TX	male
NA21128	GIH	IND	Gujarati Indian in Houston,TX	male
NA21129	GIH	IND	Gujarati Indian in Houston,TX	male
NA21130	GIH	IND	Gujarati Indian in Houston,TX	male
NA21133	GIH	IND	Gujarati Indian in Houston,TX	male
NA21135	GIH	IND	Gujarati Indian in Houston,TX	male
NA21137	GIH	IND	Gujarati Indian in Houston,TX	female
NA21141	GIH	IND	Gujarati Indian in Houston,TX	female
NA21142	GIH	IND	Gujarati Indian in Houston,TX	female
NA21143	GIH	IND	Gujarati Indian in Houston,TX	female
NA21144	GIH	IND	Gujarati Indian in Houston,TX	female
HG00124	GBR	EUR	British in England and Scotland	female
HG00501	CHS	ASN	Southern Han Chinese, China	female
HG00635	CHS	ASN	Southern Han Chinese, China	female
HG00702	CHS	ASN	Southern Han Chinese, China	female
HG00733	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01983	PEL	AMR	Peruvian in Lima, Peru	female
HG02024	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG02046	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG02363	CDX	ASN	Chinese Dai in Xishuangbanna, China	male
HG02372	CDX	ASN	Chinese Dai in Xishuangbanna, China	male
HG02377	CDX	ASN	Chinese Dai in Xishuangbanna, China	male
HG02381	CDX	ASN	Chinese Dai in Xishuangbanna, China	male
HG02387	CDX	ASN	Chinese Dai in Xishuangbanna, China	male
HG02388	CDX	ASN	Chinese Dai in Xishuangbanna, China	male
HG03715	ITU	IND	Indian Telugu in the UK	male
HG03948	STU	IND	Sri Lankan Tamil in the UK	female
NA19240	YRI	AFR	Yoruba in Ibadan, Nigeria	female
NA19311	LWK	AFR	Luhya in Webuye, Kenya	male
NA19313	LWK	AFR	Luhya in Webuye, Kenya	female
NA19660	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19675	MXL	AMR	Mexican Ancestry in Los Angeles, California	female
NA19685	MXL	AMR	Mexican Ancestry in Los Angeles, California	male
NA19985	ASW	AMR	African Ancestry in Southwest US	female
NA20322	ASW	AMR	African Ancestry in Southwest US	female
NA20336	ASW	AMR	African Ancestry in Southwest US	female
NA20341	ASW	AMR	African Ancestry in Southwest US	female
NA20344	ASW	AMR	African Ancestry in Southwest US	female
NA20526	TSI	EUR	Toscani in Italy	female
NA20871	GIH	IND	Gujarati Indian in Houston,TX	male
NA20893	GIH	IND	Gujarati Indian in Houston,TX	female
NA20898	GIH	IND	Gujarati Indian in Houston,TX	male
CHG000S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG001S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG002S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG003S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG004S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG005S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG006S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG007S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG008S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG009S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG010S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG011S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG012S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG013S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG014S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG015S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG016S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG017S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG018S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG020S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG021S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG022S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG023S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG024S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG025S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG026S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG027S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG028S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG029S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG030S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG031S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG032S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG033S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG034S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG035S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG036S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG037S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG038S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG039S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG040S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG041S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG042S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG043S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG044S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG045S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG046S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG047S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG049S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG050S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG051S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG052S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG053S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG054S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG055S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG056S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG058S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG059S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG061S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG062S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG064S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG065S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG066S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG067S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG068S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG069S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG070S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG071S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG072S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG073S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG074S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG075S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG076S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG077S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG078S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG079S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG080S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG081S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG082S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG084S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG085S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG086S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG087S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG088S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG090S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG091S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG092S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG093S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG094S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG095S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG096S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG097S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG098S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG099S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
CHG100S	CHG	AMR	Chocoano in Chocó, Colombia	unknown
