"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS"	"GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS"	"4/19"	"260/38039"	7.62501478702749e-06	0.0016476963771604	0.00107625806802541	"30/15/10/9"	4
"GO_N_ACETYLTRANSFERASE_ACTIVITY"	"GO_N_ACETYLTRANSFERASE_ACTIVITY"	"3/19"	"89/38039"	1.16755543482731e-05	0.00220129618316419	0.00143786368052042	"15/10/9"	3
"MODULE_377"	"MODULE_377"	"2/19"	"11/38039"	1.296514369554e-05	0.00220129618316419	0.00143786368052042	"10/9"	2
"RUAN_RESPONSE_TO_TNF_UP"	"RUAN_RESPONSE_TO_TNF_UP"	"2/19"	"11/38039"	1.296514369554e-05	0.00220129618316419	0.00143786368052042	"19/12"	2
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT"	"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT"	"3/19"	"103/38039"	1.81019703221125e-05	0.00233481930443198	0.00152507958906059	"23/21/20"	3
"GO_CDC42_PROTEIN_SIGNAL_TRANSDUCTION"	"GO_CDC42_PROTEIN_SIGNAL_TRANSDUCTION"	"2/19"	"13/38039"	1.83759775444513e-05	0.00233481930443198	0.00152507958906059	"25/19"	2
"MODULE_212"	"MODULE_212"	"4/19"	"328/38039"	1.89930816749367e-05	0.00233481930443198	0.00152507958906059	"13/10/9/2"	4
"REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS"	"REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS"	"3/19"	"105/38039"	1.91757725842698e-05	0.00233481930443198	0.00152507958906059	"128/26/13"	3
"GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION"	"GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION"	"4/19"	"333/38039"	2.01516224912742e-05	0.00233481930443198	0.00152507958906059	"27/25/19/2"	4
"GO_ACETYLTRANSFERASE_ACTIVITY"	"GO_ACETYLTRANSFERASE_ACTIVITY"	"3/19"	"108/38039"	2.08638907488863e-05	0.00233481930443198	0.00152507958906059	"15/10/9"	3
"GO_N_ACYLTRANSFERASE_ACTIVITY"	"GO_N_ACYLTRANSFERASE_ACTIVITY"	"3/19"	"109/38039"	2.14476096772171e-05	0.00233481930443198	0.00152507958906059	"15/10/9"	3
"GO_VESICLE_LUMEN"	"GO_VESICLE_LUMEN"	"4/19"	"339/38039"	2.16096023127907e-05	0.00233481930443198	0.00152507958906059	"30/26/12/2"	4
"HALLMARK_BILE_ACID_METABOLISM"	"HALLMARK_BILE_ACID_METABOLISM"	"3/19"	"112/38039"	2.32630924918706e-05	0.00240419003709463	0.00157039182725443	"21/20/19"	3
"RUAN_RESPONSE_TO_TNF_TROGLITAZONE_UP"	"RUAN_RESPONSE_TO_TNF_TROGLITAZONE_UP"	"2/19"	"15/38039"	2.47221570348078e-05	0.00244852363632242	0.00159935007133077	"19/12"	2
"GO_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	"GO_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	"3/19"	"124/38039"	3.15337754071891e-05	0.00299823136571554	0.00195841342002543	"21/20/19"	3
"REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS"	"REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS"	"2/19"	"18/38039"	3.59915316552088e-05	0.0031535927665307	0.00205989386472678	"21/20"	2
"GO_RESPONSE_TO_AMMONIUM_ION"	"GO_RESPONSE_TO_AMMONIUM_ION"	"3/19"	"130/38039"	3.63086556030469e-05	0.0031535927665307	0.00205989386472678	"26/25/18"	3
"GO_ATPASE_ACTIVITY_COUPLED_TO_MOVEMENT_OF_SUBSTANCES"	"GO_ATPASE_ACTIVITY_COUPLED_TO_MOVEMENT_OF_SUBSTANCES"	"3/19"	"131/38039"	3.71479164757508e-05	0.0031535927665307	0.00205989386472678	"21/20/19"	3
"GO_AMINE_METABOLIC_PROCESS"	"GO_AMINE_METABOLIC_PROCESS"	"3/19"	"134/38039"	3.97419680847616e-05	0.0031862771725403	0.00208124297743593	"26/18/15"	3
"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY"	"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY"	"2/19"	"19/38039"	4.02138473606264e-05	0.0031862771725403	0.00208124297743593	"19/2"	2
"GO_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION"	"GO_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION"	"3/19"	"138/38039"	4.33819855936484e-05	0.00331805009110091	0.0021673156718437	"27/25/19"	3
"SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_DN"	"SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_DN"	"2/19"	"20/38039"	4.46687433383379e-05	0.00331805009110091	0.0021673156718437	"128/13"	2
"VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN"	"VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN"	"3/19"	"145/38039"	5.02664436468099e-05	0.0035868086588615	0.00234286596188062	"13/10/9"	3
"GO_LIPID_TRANSPORTER_ACTIVITY"	"GO_LIPID_TRANSPORTER_ACTIVITY"	"3/19"	"146/38039"	5.13047936059281e-05	0.0035868086588615	0.00234286596188062	"21/20/19"	3
"MODULE_249"	"MODULE_249"	"2/19"	"22/38039"	5.42754406907763e-05	0.00368607778634215	0.00240770751936526	"10/9"	2
"GO_INTRACELLULAR_STEROL_TRANSPORT"	"GO_INTRACELLULAR_STEROL_TRANSPORT"	"2/19"	"23/38039"	5.94268246856378e-05	0.00392382117438225	0.00256299901787473	"20/19"	2
"GO_ATPASE_ACTIVITY"	"GO_ATPASE_ACTIVITY"	"4/19"	"446/38039"	6.28537381720358e-05	0.00403792799013322	0.00263753239839979	"23/21/20/19"	4
"OHGUCHI_LIVER_HNF4A_TARGETS_DN"	"OHGUCHI_LIVER_HNF4A_TARGETS_DN"	"3/19"	"161/38039"	6.86059974432377e-05	0.00429148568217305	0.00280315363514614	"18/13/12"	3
"GO_EXPLORATION_BEHAVIOR"	"GO_EXPLORATION_BEHAVIOR"	"2/19"	"25/38039"	7.0424620852454e-05	0.00429229035298162	0.00280367923771578	"27/18"	2
"GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP"	"GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_UP"	"3/19"	"170/38039"	8.06177581782799e-05	0.00479071027974428	0.0031292419292885	"30/26/25"	3
"GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS"	"GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS"	"4/19"	"486/38039"	8.76026166758897e-05	0.00501749396563863	0.0032773746647995	"128/30/19/18"	4
"GO_ACTIN_MONOMER_BINDING"	"GO_ACTIN_MONOMER_BINDING"	"2/19"	"28/38039"	8.8655762118983e-05	0.00501749396563863	0.0032773746647995	"27/25"	2
"CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN"	"CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN"	"3/19"	"179/38039"	9.39288107944865e-05	0.00519229728508127	0.00339155436773238	"18/13/10"	3
"GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_UP"	"GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_UP"	"3/19"	"185/38039"	0.000103554977430909	0.0055579222851067	0.00363037679982834	"23/12/9"	3
"ATF2_S_UP.V1_DN"	"ATF2_S_UP.V1_DN"	"3/19"	"186/38039"	0.000105219395384855	0.0055579222851067	0.00363037679982834	"13/12/2"	3
"AFFAR_YY1_TARGETS_UP"	"AFFAR_YY1_TARGETS_UP"	"3/19"	"190/38039"	0.000112051696859284	0.00579014963988084	0.00378206528300788	"21/19/18"	3
"RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_UP"	"RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_UP"	"3/19"	"193/38039"	0.000117361593275373	0.0059343108641605	0.00387622988935046	"21/20/2"	3
"GO_RESPONSE_TO_STEROL"	"GO_RESPONSE_TO_STEROL"	"2/19"	"33/38039"	0.000123652331842574	0.0059343108641605	0.00387622988935046	"20/19"	2
"GSE19923_HEB_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP"	"GSE19923_HEB_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP"	"3/19"	"200/38039"	0.0001303836525919	0.0059343108641605	0.00387622988935046	"30/26/25"	3
"GSE26488_HDAC7_KO_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_DN"	"GSE26488_HDAC7_KO_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_DN"	"3/19"	"200/38039"	0.0001303836525919	0.0059343108641605	0.00387622988935046	"15/10/9"	3
"GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_UP"	"GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_UP"	"3/19"	"200/38039"	0.0001303836525919	0.0059343108641605	0.00387622988935046	"26/25/13"	3
"GO_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION"	"GO_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION"	"2/19"	"34/38039"	0.000131341478384633	0.0059343108641605	0.00387622988935046	"27/25"	2
"GO_RHO_PROTEIN_SIGNAL_TRANSDUCTION"	"GO_RHO_PROTEIN_SIGNAL_TRANSDUCTION"	"3/19"	"201/38039"	0.000132317406731387	0.0059343108641605	0.00387622988935046	"27/25/19"	3
"VANTVEER_BREAST_CANCER_ESR1_UP"	"VANTVEER_BREAST_CANCER_ESR1_UP"	"3/19"	"208/38039"	0.000146379259341623	0.00637070345119984	0.0041612769703163	"21/18/9"	3
"YANG_BREAST_CANCER_ESR1_UP"	"YANG_BREAST_CANCER_ESR1_UP"	"2/19"	"36/38039"	0.000147407946914594	0.00637070345119984	0.0041612769703163	"18/9"	2
"GO_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION"	"GO_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION"	"2/19"	"37/38039"	0.000155784855204628	0.00661251072895359	0.00431922295915087	"27/25"	2
"GCM_FCGR2B"	"GCM_FCGR2B"	"2/19"	"39/38039"	0.000173224986572328	0.00717228484246872	0.00468486156483908	"15/14"	2
"RIGGINS_TAMOXIFEN_RESISTANCE_DN"	"RIGGINS_TAMOXIFEN_RESISTANCE_DN"	"3/19"	"221/38039"	0.000175007370998395	0.00717228484246872	0.00468486156483908	"18/12/9"	3
"GO_PHOSPHOTYROSINE_RESIDUE_BINDING"	"GO_PHOSPHOTYROSINE_RESIDUE_BINDING"	"2/19"	"40/38039"	0.000182287796737597	0.00722163488075448	0.00471709649452554	"27/25"	2
"KEGG_TRYPTOPHAN_METABOLISM"	"KEGG_TRYPTOPHAN_METABOLISM"	"2/19"	"40/38039"	0.000182287796737597	0.00722163488075448	0.00471709649452554	"26/15"	2
"BURTON_ADIPOGENESIS_PEAK_AT_16HR"	"BURTON_ADIPOGENESIS_PEAK_AT_16HR"	"2/19"	"41/38039"	0.000191578828166825	0.00734488507342812	0.00479760223337975	"23/12"	2
"GO_INTRACELLULAR_LIPID_TRANSPORT"	"GO_INTRACELLULAR_LIPID_TRANSPORT"	"2/19"	"41/38039"	0.000191578828166825	0.00734488507342812	0.00479760223337975	"20/19"	2
"MODULE_176"	"MODULE_176"	"3/19"	"230/38039"	0.000196816809236011	0.00742592945323805	0.00485053957599191	"13/10/2"	3
"KEGG_FATTY_ACID_METABOLISM"	"KEGG_FATTY_ACID_METABOLISM"	"2/19"	"42/38039"	0.000201097874730627	0.0074689007536672	0.00487860798071834	"128/30"	2
"GO_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION"	"GO_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION"	"3/19"	"233/38039"	0.000204460220824919	0.00747695299847436	0.00488386762294342	"27/25/19"	3
"GOBERT_CORE_OLIGODENDROCYTE_DIFFERENTIATION"	"GOBERT_CORE_OLIGODENDROCYTE_DIFFERENTIATION"	"2/19"	"43/38039"	0.000210844730430219	0.00759360491261563	0.00496006343516066	"19/18"	2
"GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY"	"GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY"	"2/19"	"44/38039"	0.000220819189397352	0.00771892960584569	0.00504192421611602	"27/25"	2
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION"	"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION"	"2/19"	"44/38039"	0.000220819189397352	0.00771892960584569	0.00504192421611602	"30/18"	2
"GO_RESPONSE_TO_COPPER_ION"	"GO_RESPONSE_TO_COPPER_ION"	"2/19"	"45/38039"	0.000231021045894239	0.00795850762450154	0.00519841407618616	"26/15"	2
"GO_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY"	"GO_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY"	"2/19"	"46/38039"	0.000241450094313488	0.00819895534547374	0.00535547201672775	"27/25"	2
"GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT"	"GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT"	"3/19"	"256/38039"	0.000269535021807175	0.00902372882867119	0.00589420544352235	"20/19/18"	3
"GO_PROTEIN_PHOSPHORYLATED_AMINO_ACID_BINDING"	"GO_PROTEIN_PHOSPHORYLATED_AMINO_ACID_BINDING"	"2/19"	"49/38039"	0.000274098336985981	0.0090490520418844	0.00591074630196377	"27/25"	2
"MODULE_112"	"MODULE_112"	"3/19"	"260/38039"	0.000282062960246942	0.00918443365078058	0.00599917615521615	"13/10/2"	3
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES"	"KEGG_DRUG_METABOLISM_OTHER_ENZYMES"	"2/19"	"51/38039"	0.000296996028105478	0.00953999403792865	0.00623142448727709	"10/9"	2
"CAIRO_HEPATOBLASTOMA_DN"	"CAIRO_HEPATOBLASTOMA_DN"	"3/19"	"267/38039"	0.00030488274365441	0.00966275042222044	0.0063116076756527	"30/18/10"	3
"ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN"	"ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN"	"3/19"	"274/38039"	0.000328864520047274	0.0102856705809522	0.00671849261869431	"30/10/2"	3
"SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4"	"SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4"	"3/19"	"280/38039"	0.000350364262659481	0.0108157902901505	0.00706476127713923	"18/15/9"	3
"GO_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY"	"GO_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY"	"2/19"	"56/38039"	0.000358190993704831	0.0109156409235434	0.00712998266821358	"27/25"	2
"GCM_SUPT4H1"	"GCM_SUPT4H1"	"2/19"	"58/38039"	0.000384244981887671	0.0115613964803417	0.00755178345482098	"15/14"	2
"GO_REGULATION_OF_STEROL_TRANSPORT"	"GO_REGULATION_OF_STEROL_TRANSPORT"	"2/19"	"61/38039"	0.000425009436470264	0.0124239479398469	0.00811519306125554	"20/19"	2
"GO_MANGANESE_ION_BINDING"	"GO_MANGANESE_ION_BINDING"	"2/19"	"62/38039"	0.000439045699178435	0.0124239479398469	0.00811519306125554	"27/25"	2
"GO_SPECIFIC_GRANULE_LUMEN"	"GO_SPECIFIC_GRANULE_LUMEN"	"2/19"	"62/38039"	0.000439045699178435	0.0124239479398469	0.00811519306125554	"30/26"	2
"NAKAMURA_ADIPOGENESIS_EARLY_UP"	"NAKAMURA_ADIPOGENESIS_EARLY_UP"	"2/19"	"62/38039"	0.000439045699178435	0.0124239479398469	0.00811519306125554	"25/19"	2
"POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_UP"	"POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_UP"	"2/19"	"62/38039"	0.000439045699178435	0.0124239479398469	0.00811519306125554	"27/15"	2
"GTGCCAA_MIR96"	"GTGCCAA_MIR96"	"3/19"	"304/38039"	0.000445397134582659	0.0124289381224641	0.00811845259643271	"20/19/18"	3
"MODULE_181"	"MODULE_181"	"3/19"	"305/38039"	0.000449679713307493	0.0124289381224641	0.00811845259643271	"26/19/15"	3
"MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN"	"MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN"	"2/19"	"65/38039"	0.000482495973228051	0.0131826773375066	0.00861078718102088	"19/18"	2
"DACOSTA_UV_RESPONSE_VIA_ERCC3_UP"	"DACOSTA_UV_RESPONSE_VIA_ERCC3_UP"	"3/19"	"316/38039"	0.000498548391654864	0.0134664718973138	0.00879615882405411	"30/14/9"	3
"GO_CELLULAR_RESPONSE_TO_AMMONIUM_ION"	"GO_CELLULAR_RESPONSE_TO_AMMONIUM_ION"	"2/19"	"67/38039"	0.000512578696425271	0.0135377729044763	0.00884273189739502	"26/25"	2
"GO_PLATELET_ALPHA_GRANULE_LUMEN"	"GO_PLATELET_ALPHA_GRANULE_LUMEN"	"2/19"	"67/38039"	0.000512578696425271	0.0135377729044763	0.00884273189739502	"12/2"	2
"GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY"	"GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY"	"2/19"	"69/38039"	0.000543552225394949	0.0141006320774288	0.009210385631693	"27/25"	2
"GO_RESPONSE_TO_ANTIBIOTIC"	"GO_RESPONSE_TO_ANTIBIOTIC"	"3/19"	"327/38039"	0.00055070821463344	0.0141006320774288	0.009210385631693	"26/25/18"	3
"GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID"	"GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID"	"2/19"	"70/38039"	0.000559372535556867	0.0141006320774288	0.009210385631693	"27/19"	2
"KEGG_VIRAL_MYOCARDITIS"	"KEGG_VIRAL_MYOCARDITIS"	"2/19"	"70/38039"	0.000559372535556867	0.0141006320774288	0.009210385631693	"27/25"	2
"CHESLER_BRAIN_QTL_CIS"	"CHESLER_BRAIN_QTL_CIS"	"2/19"	"71/38039"	0.000575414939634244	0.0141006320774288	0.009210385631693	"30/12"	2
"GO_SYNTAXIN_BINDING"	"GO_SYNTAXIN_BINDING"	"2/19"	"71/38039"	0.000575414939634244	0.0141006320774288	0.009210385631693	"25/19"	2
"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE"	"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE"	"2/19"	"71/38039"	0.000575414939634244	0.0141006320774288	0.009210385631693	"19/2"	2
"GO_RESPONSE_TO_ACID_CHEMICAL"	"GO_RESPONSE_TO_ACID_CHEMICAL"	"3/19"	"337/38039"	0.000601058389174651	0.0145787325619199	0.00952267587575307	"27/19/15"	3
"GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN"	"GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN"	"3/19"	"341/38039"	0.000621996026716532	0.0149109799059088	0.00973969637146134	"128/25/19"	3
"GO_DRUG_METABOLIC_PROCESS"	"GO_DRUG_METABOLIC_PROCESS"	"3/19"	"342/38039"	0.000627302478161917	0.0149109799059088	0.00973969637146134	"128/18/15"	3
"DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP"	"DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP"	"2/19"	"75/38039"	0.000641801452203018	0.0151045747711542	0.00986615051588798	"30/9"	2
"SANSOM_APC_TARGETS_DN"	"SANSOM_APC_TARGETS_DN"	"3/19"	"348/38039"	0.000659751416016099	0.0153747952536301	0.0100426557133514	"30/26/13"	3
"REACTOME_ABC_TRANSPORTER_DISORDERS"	"REACTOME_ABC_TRANSPORTER_DISORDERS"	"2/19"	"77/38039"	0.000676322019812986	0.0155606812545703	0.0101640745081112	"21/19"	2
"MODULE_104"	"MODULE_104"	"3/19"	"352/38039"	0.000681970018323727	0.0155606812545703	0.0101640745081112	"26/19/15"	3
"GCM_BNIP1"	"GCM_BNIP1"	"2/19"	"78/38039"	0.000693913425740199	0.0155606812545703	0.0101640745081112	"15/14"	2
"WOO_LIVER_CANCER_RECURRENCE_DN"	"WOO_LIVER_CANCER_RECURRENCE_DN"	"2/19"	"78/38039"	0.000693913425740199	0.0155606812545703	0.0101640745081112	"128/30"	2
"GO_ATPASE_ACTIVITY_COUPLED"	"GO_ATPASE_ACTIVITY_COUPLED"	"3/19"	"357/38039"	0.000710409823649082	0.0157447852185245	0.01028432929492	"21/20/19"	3
"GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	"GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	"3/19"	"359/38039"	0.00072199477863659	0.0157447852185245	0.01028432929492	"21/20/19"	3
"MODULE_12"	"MODULE_12"	"3/19"	"359/38039"	0.00072199477863659	0.0157447852185245	0.01028432929492	"21/18/12"	3
"GO_PHOSPHOPROTEIN_BINDING"	"GO_PHOSPHOPROTEIN_BINDING"	"2/19"	"81/38039"	0.000748009716281969	0.0161638099600204	0.010558031880535	"27/25"	2
"GO_RESPONSE_TO_METAL_ION"	"GO_RESPONSE_TO_METAL_ION"	"3/19"	"366/38039"	0.000763492215823456	0.016349738711823	0.0106794785997117	"26/18/15"	3
"KEGG_ERBB_SIGNALING_PATHWAY"	"KEGG_ERBB_SIGNALING_PATHWAY"	"2/19"	"87/38039"	0.000862133541371355	0.018297244891426	0.0119515693000258	"27/25"	2
"GO_REGULATION_OF_LIPID_METABOLIC_PROCESS"	"GO_REGULATION_OF_LIPID_METABOLIC_PROCESS"	"3/19"	"383/38039"	0.000870536959989	0.0183120916273792	0.0119612670329183	"19/13/12"	3
"BAELDE_DIABETIC_NEPHROPATHY_UP"	"BAELDE_DIABETIC_NEPHROPATHY_UP"	"2/19"	"89/38039"	0.000901926339423241	0.018679979458101	0.0122015675223962	"26/15"	2
"GO_RESPONSE_TO_STEROID_HORMONE"	"GO_RESPONSE_TO_STEROID_HORMONE"	"3/19"	"388/38039"	0.000903743221574091	0.018679979458101	0.0122015675223962	"21/20/15"	3
"GO_PLATELET_ALPHA_GRANULE"	"GO_PLATELET_ALPHA_GRANULE"	"2/19"	"91/38039"	0.000942592230601712	0.0193150149322437	0.012616366062954	"12/2"	2
"GO_SMALL_MOLECULE_CATABOLIC_PROCESS"	"GO_SMALL_MOLECULE_CATABOLIC_PROCESS"	"3/19"	"396/38039"	0.000958533946569604	0.0194738050512474	0.0127200861105728	"128/30/18"	3
"GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY"	"GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY"	"2/19"	"93/38039"	0.000984129616933357	0.0198243737241575	0.0129490739070179	"12/2"	2
"GO_LIPID_LOCALIZATION"	"GO_LIPID_LOCALIZATION"	"3/19"	"408/38039"	0.00104461323688636	0.0208659299502427	0.0136294075577831	"21/20/19"	3
"GO_REGULATION_OF_LIPASE_ACTIVITY"	"GO_REGULATION_OF_LIPASE_ACTIVITY"	"2/19"	"97/38039"	0.0010698124933362	0.0209286301563359	0.0136703626776766	"27/25"	2
"GO_STEROL_HOMEOSTASIS"	"GO_STEROL_HOMEOSTASIS"	"2/19"	"97/38039"	0.0010698124933362	0.0209286301563359	0.0136703626776766	"20/19"	2
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP"	"GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP"	"2/19"	"98/38039"	0.00109177540571546	0.0209286301563359	0.0136703626776766	"19/12"	2
"GO_ACTIN_CYTOSKELETON_REORGANIZATION"	"GO_ACTIN_CYTOSKELETON_REORGANIZATION"	"2/19"	"98/38039"	0.00109177540571546	0.0209286301563359	0.0136703626776766	"27/25"	2
"NAKAMURA_ADIPOGENESIS_LATE_UP"	"NAKAMURA_ADIPOGENESIS_LATE_UP"	"2/19"	"98/38039"	0.00109177540571546	0.0209286301563359	0.0136703626776766	"25/19"	2
"BOCHKIS_FOXA2_TARGETS"	"BOCHKIS_FOXA2_TARGETS"	"3/19"	"416/38039"	0.00110463970509873	0.0210058286321575	0.0137207879159632	"30/19/12"	3
"SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP"	"SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP"	"2/19"	"99/38039"	0.0011139547976278	0.0210148456663594	0.0137266777485464	"18/9"	2
"GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION"	"GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION"	"3/19"	"421/38039"	0.00114324489758343	0.0213756784895353	0.013962369980765	"25/19/2"	3
